filename,width,height,class,xmin,ymin,xmax,ymax
compa_25_jpg.rf.ec7d001a2468e3ab5d3264d8e6a00654.jpg,224,224,compa,28,18,204,206
ruler_94_jpg.rf.eca42f5c0eac914ae9ebb6166ede3bed.jpg,224,224,ruler,1,96,224,127
pencil_239_jpg.rf.eccd050eada0b16c4eefd6241b2c5841.jpg,224,224,pencil,29,124,181,148
pens_49_jpg.rf.ecb03b3cd791b37ac31781897f8c4768.jpg,224,224,pen,102,8,122,215
pens_116_jpg.rf.ecabefa7aa5ccd53e0a41302f70f21d0.jpg,224,224,pen,127,15,152,207
calculator_15_jpg.rf.eccd8e1285ddb627a275545e5828fc64.jpg,224,224,calculator,36,11,189,215
compa_175_jpg.rf.ecdfd765a53b189e45e5ebd7d09ca4fb.jpg,224,224,compa,21,78,169,138
ruler_60_jpg.rf.ed196daa412869bc1da143366324db68.jpg,224,224,ruler,97,2,129,222
compa_118_jpg.rf.ece8d2e3fc5b33bd4987e5d2b84a19a7.jpg,224,224,compa,57,20,133,163
compa_238_jpg.rf.ed094cbfaeace8026a10e227f13a7b0f.jpg,224,224,compa,60,58,173,164
pencil_82_jpg.rf.ed1ea542331173dbf2eb253f980fe7e1.jpg,224,224,pencil,3,57,221,155
ruler_94_jpg.rf.ed3c13ae78c2f3889bae249112815c51.jpg,224,224,ruler,98,1,128,224
ruler_225_jpg.rf.ed1ebfb326ecc1146ccc92b86cb3bab9.jpg,224,224,ruler,27,38,150,132
compa_188_jpg.rf.ed3e0a1132fec72668c4a809a5b317be.jpg,224,224,compa,71,27,132,202
calculator_83_jpg.rf.ed496f137fe1b9206af32f84e8de5d00.jpg,224,224,calculator,13,34,218,188
calculator_216_jpg.rf.edeed265de969ef0551f1daa11e6d828.jpg,224,224,calculator,9,4,221,206
pencil_240_jpg.rf.ed559467039ae17d696985e9c0e27835.jpg,224,224,pencil,17,119,208,135
calculator_65_jpg.rf.ed9eef7c1c1c76d8edf201f9ca0dd69a.jpg,224,224,calculator,0,0,154,189
pencil_232_jpg.rf.edff4e23ae46f592d66c58dee3615f5c.jpg,224,224,pencil,57,75,157,143
pens_26_jpg.rf.ee327dab551e9b2267db24d21b0d563f.jpg,224,224,pen,101,27,127,198
ruler_4_jpg.rf.ee1f69ca7e1d602aa9e3849a404a32e2.jpg,224,224,ruler,18,15,200,207
compa_100_jpg.rf.ee6e54639fec1caaa027872b0a61b64b.jpg,224,224,compa,2,62,220,185
compa_100_jpg.rf.ee6e54639fec1caaa027872b0a61b64b.jpg,224,224,pencil,68,41,186,124
pens_23_jpg.rf.edf205842d82c0ddb163717667facde0.jpg,224,224,pen,7,99,216,123
calculator_106_jpg.rf.ee64ec6c18db711b08f6cc7669653ce7.jpg,224,224,calculator,43,6,195,122
calculator_165_jpg.rf.ee7df0029afcc972123985080834e7f3.jpg,224,224,calculator,30,23,177,204
pencil_216_jpg.rf.ee8f6c4dbdc020ccab1eeb65232cb2a8.jpg,224,224,pencil,25,84,221,157
pencil_64_jpg.rf.eee2501c4b74e8357f84c5764a864979.jpg,224,224,pencil,12,108,215,118
pens_157_jpg.rf.ef03c513e6e03dcedf611d7de4e73933.jpg,224,224,pen,111,46,132,196
calculator_15_jpg.rf.eef6394e844f887d0684c2801dd0e274.jpg,224,224,calculator,35,10,188,214
ruler_113_jpg.rf.eea2f801361a22ec4a4fd7ee3c9fd34f.jpg,224,224,ruler,5,90,221,133
pens_8_jpg.rf.ef14e1c72676c3f4e5a99231784fb4fd.jpg,224,224,pen,86,16,118,208
calculator_157_jpg.rf.ef1c36d3b28fa400c40c36d9aa525bf6.jpg,224,224,calculator,51,15,192,202
calculator_158_jpg.rf.ef207ae1a46dc644ef23251de478861a.jpg,224,224,calculator,45,31,193,199
calculator_46_jpg.rf.ef387d1776d5c8cd0c1d2469938a268d.jpg,224,224,calculator,38,88,184,194
calculator_130_jpg.rf.ef9f15293493e8e0ada0920a7c378110.jpg,224,224,calculator,36,47,220,214
pens_113_jpg.rf.efb7bb0d61ba5222386db8a8e10452ff.jpg,224,224,pen,93,37,156,137
pens_149_jpg.rf.ef82dab005d7d1c594e178a2791bc06c.jpg,224,224,pen,86,38,149,199
pencil_79_jpg.rf.ef9809484b87fb324dc80ca0e7b53c14.jpg,224,224,pencil,31,111,193,118
pencil_184_jpg.rf.efb8d2ec35b9f09a22f0017c43e03134.jpg,224,224,pencil,37,73,200,82
compa_180_jpg.rf.efde3282bb71f0ef9dd973c3b6c8d9bb.jpg,224,224,compa,83,9,145,199
pens_66_jpg.rf.efd49d33204edec35c674483a037a159.jpg,224,224,pen,93,5,133,219
pencil_102_jpg.rf.eff0362838d4024374beb04b6caedfde.jpg,224,224,pencil,67,39,165,136
ruler_139_jpg.rf.f01d183e91a10a0397a9fa15cb781078.jpg,224,224,ruler,25,71,186,189
compa_54_jpg.rf.f01cf78da98c0682268e7f79d1fc7c3f.jpg,224,224,compa,1,64,221,166
calculator_161_jpg.rf.f053adaa078d29ea7f908a5ac0d53855.jpg,224,224,calculator,14,4,208,217
ruler_200_jpg.rf.f04791d53734dcbc2e489032fbcbd587.jpg,224,224,ruler,128,6,209,156
calculator_194_jpg.rf.f0646b629bd4b693d6499fe9f836ae20.jpg,224,224,calculator,9,96,210,170
compa_49_jpg.rf.f06e033aa590955cfb59f552f13b3236.jpg,224,224,compa,6,56,201,157
compa_49_jpg.rf.f06e033aa590955cfb59f552f13b3236.jpg,224,224,pencil,52,91,204,157
pencil_115_jpg.rf.f06e08e16050f144c68aa29d05139835.jpg,224,224,pencil,40,42,134,154
pencil_184_jpg.rf.f074d3797d0291378256305c6e32369f.jpg,224,224,pencil,37,73,200,82
compa_177_jpg.rf.f0d28bfc00e10a004a16535b5875371f.jpg,224,224,compa,39,75,191,139
pens_187_jpg.rf.f0a2c32deb2fdef5f82d5b7511da4de7.jpg,224,224,pen,117,45,142,201
pens_192_jpg.rf.f0f4e1466c3d095e1be3b69c53017917.jpg,224,224,pen,46,100,200,135
pens_124_jpg.rf.f0fcc22eb611d376ad33a0e5ad24a127.jpg,224,224,pen,73,43,143,140
pencil_207_jpg.rf.f11d39831a0d98a4aed0cdff8cadc82a.jpg,224,224,pencil,62,33,162,189
compa_90_jpg.rf.f09cf782bf6b37637c2be4debc80dadb.jpg,224,224,compa,49,26,156,211
compa_90_jpg.rf.f09cf782bf6b37637c2be4debc80dadb.jpg,224,224,pencil,75,117,103,207
pencil_90_jpg.rf.f1264f9386de128d0fc552b4d9703bdc.jpg,224,224,pencil,33,34,189,192
pencil_111_jpg.rf.f140111b2e171c37ceda173b786dc347.jpg,224,224,pencil,74,45,187,173
compa_4_jpg.rf.f189dcdcc07c10db2f7868b3a06338a3.jpg,224,224,compa,38,11,176,203
pens_226_jpg.rf.f1abf86ea23534eec9d5923e43c5fe30.jpg,224,224,pen,44,96,174,134
ruler_230_jpg.rf.f1a94734fbdedd58a6c098891100d9b5.jpg,224,224,pencil,91,81,136,90
ruler_230_jpg.rf.f1a94734fbdedd58a6c098891100d9b5.jpg,224,224,ruler,3,57,222,167
calculator_161_jpg.rf.f1c4725ef6ea9d9a9d42d0a1287bccd7.jpg,224,224,calculator,4,16,217,210
calculator_186_jpg.rf.f1f67534855f121f6787c36ac1a2e5a6.jpg,224,224,calculator,1,0,223,223
pens_70_jpg.rf.f165a46ec09e7cd7a0fadfd29d1bfcd7.jpg,224,224,pen,5,93,221,133
pens_168_jpg.rf.f242b1bf5e9d6da688aa0e50e67063b8.jpg,224,224,pen,102,21,133,188
calculator_2_jpg.rf.f236fdd211d775b3ebee86474e6d2ce4.jpg,224,224,calculator,3,18,221,213
pencil_130_jpg.rf.f2064ffac8aa7d2d08494ee1a6771425.jpg,224,224,pencil,82,33,114,217
calculator_2_jpg.rf.f256e658b09507ee45326255db1b9fa8.jpg,224,224,calculator,3,12,221,206
calculator_145_jpg.rf.f24398b0c6b56c5728d90859841894f3.jpg,224,224,calculator,2,44,216,187
calculator_110_jpg.rf.f28a774bcedbd595d5359d55f4fd9fef.jpg,224,224,calculator,29,34,186,201
pencil_59_jpg.rf.f2a96c377dafc673f4d1f8fb5d636cc3.jpg,224,224,pencil,106,30,119,193
calculator_177_jpg.rf.f292dd51cab5a3ea5f365b9648995ca8.jpg,224,224,calculator,0,32,224,200
ruler_177_jpg.rf.f2a25c2af9654233120d3e23e07faa7d.jpg,224,224,ruler,3,37,214,187
pens_172_jpg.rf.f2b5add54ac95195b208b9fc51a46cec.jpg,224,224,pen,40,33,136,172
calculator_176_jpg.rf.f2a38eabe3cfd7f40b1daad65d56d81c.jpg,224,224,calculator,7,44,219,180
pens_131_jpg.rf.f2eba376a2a5bc1f435d07e6fee09264.jpg,224,224,pen,32,99,180,123
pencil_231_jpg.rf.f2c1dec5560b2ce57230241abcf45ee7.jpg,224,224,pencil,0,29,185,104
compa_177_jpg.rf.f2f3213c21687c93c42a4aa30796e0c7.jpg,224,224,compa,75,33,139,185
pencil_101_jpg.rf.f3131a70d6742a948ed040854a106569.jpg,224,224,pencil,134,15,142,205
pens_138_jpg.rf.f2d1b485fe20b86759dcf3f399e28747.jpg,224,224,pen,53,55,204,128
compa_79_jpg.rf.f31a128a5eeb3a1b5c7c48fb9d95e256.jpg,224,224,compa,24,2,224,223
compa_79_jpg.rf.f31a128a5eeb3a1b5c7c48fb9d95e256.jpg,224,224,pencil,39,55,98,222
pens_155_jpg.rf.f3162e3577bd2ec02188ea2665351919.jpg,224,224,pen,42,46,187,189
pens_67_jpg.rf.f32a0ac6c49fa34cc7f885add1ba086f.jpg,224,224,pen,32,32,180,184
compa_105_jpg.rf.f3d6cc8469b0e8230b16f73db962235b.jpg,224,224,compa,38,27,119,189
pencil_48_jpg.rf.f363c6b459d0cc6d13298e0fb196f450.jpg,224,224,pencil,1,2,221,221
ruler_138_jpg.rf.f41fe75dbc83595b3210bc855fd2c0c7.jpg,224,224,ruler,29,98,209,131
ruler_129_jpg.rf.f37b745228c44077c1a732f67ea13b10.jpg,224,224,ruler,32,99,216,126
compa_200_jpg.rf.f430a861d5ac91738a0a1cd7c33356a5.jpg,224,224,compa,69,69,156,189
calculator_183_jpg.rf.f419ca16d546cc1d9a495ede202ac782.jpg,224,224,calculator,11,0,177,214
pens_130_jpg.rf.f46eee3017c599647990ae625258681b.jpg,224,224,pen,57,43,103,183
pencil_211_jpg.rf.f47f5074d1e71448ec59c8f759881e5c.jpg,224,224,pencil,51,32,149,157
compa_80_jpg.rf.f4a7a7ed9728902e0f66a0169db41271.jpg,224,224,compa,0,2,222,221
compa_80_jpg.rf.f4a7a7ed9728902e0f66a0169db41271.jpg,224,224,pencil,15,23,181,141
calculator_133_jpg.rf.f4b4c2ac42a35f6a63b79d086d2eac3d.jpg,224,224,calculator,61,28,196,188
ruler_108_jpg.rf.f4c0b027fbccac04d10e02eb5dc3757f.jpg,224,224,ruler,38,108,196,144
compa_211_jpg.rf.f4c9e60500a92236935e9e98d6cea852.jpg,224,224,compa,80,61,163,180
pencil_175_jpg.rf.f4d04a900e68f8623a7e25c3c2d2a560.jpg,224,224,pencil,48,78,200,152
compa_244_jpg.rf.f4c0ebd2df62d5ffce4d0d5663d273a9.jpg,224,224,compa,31,46,202,152
pens_153_jpg.rf.f4f8c9bc93458c9d18509c3e632fbc41.jpg,224,224,pen,48,92,186,173
compa_159_jpg.rf.f529833855070c9c9c240c917d0247b3.jpg,224,224,compa,91,48,145,196
pens_147_jpg.rf.f5151201fd2fb2f1da69eb18270daa0b.jpg,224,224,pen,56,40,110,220
pens_29_jpg.rf.f5348b9fa5daf887990972e965f94015.jpg,224,224,pen,101,5,124,218
calculator_54_jpg.rf.f56d5f94ab174dcf3009f03d882eb40a.jpg,224,224,calculator,57,26,154,223
ruler_226_jpg.rf.f56fd265f28ea632f76fe94146403e05.jpg,224,224,ruler,7,67,213,176
pencil_88_jpg.rf.f5740572e22dfb27f9e4b53f027f1ce0.jpg,224,224,pencil,10,15,215,213
pens_205_jpg.rf.f57311e0befe8d3a284170cff847e848.jpg,224,224,pen,49,92,205,140
pencil_159_jpg.rf.8b5bfd86a72659047f174048b72a4c47.jpg,224,224,pencil,92,27,136,207
ruler_247_jpg.rf.8a27bf43e41a8824efb01edfa3589f5e.jpg,224,224,ruler,30,22,200,200
ruler_198_jpg.rf.8a96616d2ae30e372e9a3b40098f9709.jpg,224,224,ruler,19,146,129,224
calculator_96_jpg.rf.8aa7e16a0672e57f0fee37c9564daee9.jpg,224,224,calculator,1,54,224,194
ruler_216_jpg.rf.89daa12dea6efa78dce8bf4e69ff1c06.jpg,224,224,ruler,24,24,94,200
compa_148_jpg.rf.8a58e6243501691a8911eebef43f21e0.jpg,224,224,compa,69,35,142,195
calculator_63_jpg.rf.88ee015d220fc7fa97f7c19e544aa8c2.jpg,224,224,calculator,12,33,203,199
pens_28_jpg.rf.8908ce47da33ab25ddfd2865d90f7954.jpg,224,224,pen,91,11,117,217
pencil_24_jpg.rf.8b31507f033b039c3928fcc220d7f8fa.jpg,224,224,pencil,35,36,184,186
pens_56_jpg.rf.8b4430c1cb3fbd69264e3b212b7c0de1.jpg,224,224,pen,12,11,212,211
pencil_222_jpg.rf.8adee50d21104b2a785a85ecff334870.jpg,224,224,pencil,44,45,198,166
calculator_121_jpg.rf.89f545fb377fa1a835e88ecee87fdeaa.jpg,224,224,calculator,14,18,216,203
ruler_61_jpg.rf.8917382ee0f66f9e06c45979da432e7a.jpg,224,224,ruler,93,2,131,222
ruler_2_jpg.rf.89f0251fc5d45491ab30675af9b593c3.jpg,224,224,ruler,29,22,199,200
pencil_105_jpg.rf.89a24c418ae6d826f54fe1e53c86ebbc.jpg,224,224,pencil,0,67,193,133
pencil_117_jpg.rf.8b5494f9fcbb9d49a96340edfbaa8f50.jpg,224,224,pencil,59,79,185,184
calculator_134_jpg.rf.892f71e105bd981c5b933d4e0ca506b7.jpg,224,224,calculator,56,109,177,213
compa_126_jpg.rf.8af5193ff28739ef43312a01de68a1ce.jpg,224,224,compa,29,59,207,137
ruler_31_jpg.rf.8922f724bc53bcf7cd757d955403c966.jpg,224,224,ruler,4,36,218,188
compa_114_jpg.rf.8b8a1adbf3c5eb7a048c176ea370661e.jpg,224,224,compa,65,84,195,162
pencil_103_jpg.rf.8b9c9b3de2fec05c0357ee3153bd525d.jpg,224,224,pencil,62,91,178,193
ruler_194_jpg.rf.8b551f475a42470a0765029cfcb9128c.jpg,224,224,ruler,19,26,121,94
ruler_186_jpg.rf.88e2b427ac68dd14674a816f6d650a6f.jpg,224,224,ruler,140,53,216,169
ruler_213_jpg.rf.8a4e5988a99ba87fee59e657cf7b0d92.jpg,224,224,ruler,24,27,154,111
calculator_143_jpg.rf.8a6957359683501e9018378b75b1e971.jpg,224,224,calculator,49,11,207,193
pens_54_jpg.rf.8940274fc6f3f4d1d79fc4833fc75d65.jpg,224,224,pen,104,10,119,214
ruler_173_jpg.rf.8bcaa719fdf05d67a0aef5a8d5dc6cbb.jpg,224,224,ruler,15,29,209,57
pencil_5_jpg.rf.8bae80fb063418fd0205d1e800b87322.jpg,224,224,pencil,71,0,165,222
compa_164_jpg.rf.8bc1268403c4dfa2d9164d27437a453f.jpg,224,224,compa,35,55,192,149
ruler_45_jpg.rf.8be933969066c9d232b4f204e2dc2841.jpg,224,224,ruler,27,19,199,205
calculator_76_jpg.rf.8be9ed76a6b091f4c749fc3747256410.jpg,224,224,calculator,17,1,224,223
pens_202_jpg.rf.8bf890bb7de3f797d1374540a4df398f.jpg,224,224,pen,11,110,185,128
ruler_199_jpg.rf.8c3cb16099c432000562b57675dd7592.jpg,224,224,ruler,48,33,129,191
pens_154_jpg.rf.8c674b039bb0516e954f2b896b9d2e48.jpg,224,224,pen,51,51,123,190
pens_194_jpg.rf.8c7f19da451d38f134c512ac3f849e18.jpg,224,224,pen,19,99,169,137
compa_162_jpg.rf.8c562a5e920782d38556df13ac89f5c5.jpg,224,224,compa,61,44,187,166
calculator_189_jpg.rf.8c88507b754b1806c2d582ba4ac4a4e1.jpg,224,224,calculator,44,0,161,223
calculator_232_jpg.rf.8c63c6b0987e5d4eb75ef734bedeb21e.jpg,224,224,calculator,40,5,152,223
calculator_70_jpg.rf.8c7fd4545579288a5a20513238d6c792.jpg,224,224,calculator,23,1,212,224
pencil_101_jpg.rf.8cae726c6048497407045ad8fbb60d04.jpg,224,224,pencil,15,82,205,90
pencil_230_jpg.rf.8ce9dd15ead948dfba8ced9d45acb4c2.jpg,224,224,pencil,26,103,205,123
calculator_20_jpg.rf.8d1c4ab1f70518d220fe01eccb6f7dd4.jpg,224,224,calculator,10,13,108,212
ruler_241_jpg.rf.8cea6deff0ef47f05490236d263dac9f.jpg,224,224,ruler,0,3,223,214
calculator_31_jpg.rf.8d0d91b4dc9b4061b88ed174f2022e2d.jpg,224,224,calculator,32,24,198,189
calculator_106_jpg.rf.8d334f6c3c150100da5cb764ca05857c.jpg,224,224,calculator,102,43,218,195
pencil_57_jpg.rf.8d3affcbe0d5149a48626ab932be8de4.jpg,224,224,pencil,1,3,221,223
calculator_250_jpg.rf.8d5aa19e81427ca9de95965c4f753d76.jpg,224,224,calculator,0,73,196,201
calculator_174_jpg.rf.8db9c8e3afa864cf93f504fd151dff39.jpg,224,224,calculator,1,19,131,199
pencil_142_jpg.rf.8cc1bc86b9cc5a2c2d2e6da234b73cae.jpg,224,224,pencil,22,122,216,167
compa_108_jpg.rf.8de11b3829510f1b87c386fce75fb6db.jpg,224,224,compa,56,61,159,179
compa_199_jpg.rf.8d50a729aa6f5d10646d3ad60ae4c04c.jpg,224,224,compa,36,55,149,161
pens_8_jpg.rf.8f419b7861304d4e4fceb7a982178859.jpg,224,224,pen,17,86,209,118
compa_114_jpg.rf.8ed41da54b45554cf9cbd05c81a9f364.jpg,224,224,compa,62,65,140,195
pens_237_jpg.rf.8f8a08c32bd89b0eed37db671685e1ee.jpg,224,224,pen,35,57,167,163
ruler_248_jpg.rf.8db9cd56c3fc76820987c1fef17af703.jpg,224,224,ruler,60,35,200,177
pencil_118_jpg.rf.8f63beeb7482d2f1a4f846ead1af2530.jpg,224,224,pencil,17,62,190,102
compa_12_jpg.rf.8faa19f1e288d87d6ff5685fe12d1671.jpg,224,224,compa,26,57,210,222
compa_12_jpg.rf.8faa19f1e288d87d6ff5685fe12d1671.jpg,224,224,pencil,3,7,72,170
calculator_69_jpg.rf.8fb72687061f4714a337637a03ff61f5.jpg,224,224,calculator,101,16,211,218
ruler_10_jpg.rf.8fb1c55de85030226be38e2865811b66.jpg,224,224,ruler,10,20,215,203
pencil_63_jpg.rf.8fdf3c2f7c4d068262adf53e23858e4f.jpg,224,224,pencil,4,1,204,223
calculator_35_jpg.rf.90501301706a26864ad5c16a2d59d28e.jpg,224,224,calculator,47,45,175,181
compa_28_jpg.rf.8f6a9a5ce567ee5fa78969ec724117e0.jpg,224,224,compa,92,13,139,192
ruler_168_jpg.rf.90507c00ab5a912433695ffb2da02b8f.jpg,224,224,ruler,156,8,192,209
ruler_151_jpg.rf.9009b33386315f4bc881e755f4f7abca.jpg,224,224,ruler,4,128,224,170
ruler_191_jpg.rf.909ce4d4a1aee1fc604d852a6755c68f.jpg,224,224,ruler,53,69,188,169
calculator_80_jpg.rf.90c51b66d67e18b440efcf30e4a36aea.jpg,224,224,calculator,4,2,218,222
pens_9_jpg.rf.90e3bc24805dfdd357235e708027acff.jpg,224,224,pen,13,31,214,193
ruler_119_jpg.rf.90aacd7f6e8b73b0a44bba726896d886.jpg,224,224,ruler,28,22,196,201
compa_248_jpg.rf.9044da7253ec9b0ea093fd417b795069.jpg,224,224,compa,26,66,171,183
calculator_116_jpg.rf.911ec8d19c78a8ded8732e19fcc9162f.jpg,224,224,calculator,54,51,178,155
pencil_243_jpg.rf.916bf57d0f846b587554c94eee4e4ae8.jpg,224,224,pencil,38,42,160,139
calculator_94_jpg.rf.918f089f277eacc322a3bf5f6ad13ad8.jpg,224,224,calculator,18,1,182,207
compa_32_jpg.rf.919a9e0080f8f505f7d25ee68f711c39.jpg,224,224,compa,5,50,221,150
pencil_6_jpg.rf.9204dbf58298b550ba5f4621178ddaf1.jpg,224,224,pencil,19,90,204,132
compa_13_jpg.rf.92005707bf04ec52366b29633257667f.jpg,224,224,compa,15,15,199,215
ruler_126_jpg.rf.91bfe03a089451b75dc2fe53abfdf87a.jpg,224,224,ruler,1,11,147,223
pencil_186_jpg.rf.923d4b8a1c752964ed5b13d54fd5d03b.jpg,224,224,pencil,28,123,163,168
ruler_143_jpg.rf.9240f84dbfc394ce45241e4093aae955.jpg,224,224,ruler,40,73,195,197
ruler_177_jpg.rf.92ab2859b7f8e55c22bd193c9612bbc6.jpg,224,224,ruler,3,37,215,187
ruler_92_jpg.rf.9293ecf7e9fddcf4e8ad293c3ee2f147.jpg,224,224,ruler,82,19,127,219
calculator_250_jpg.rf.9284902a0b85c6031e980d0639f6c210.jpg,224,224,calculator,28,23,224,151
compa_152_jpg.rf.929295b09f211242c64344fb08acea9b.jpg,224,224,compa,69,73,189,145
ruler_122_jpg.rf.92b427509ce66a822d574dd0e31d4e79.jpg,224,224,ruler,58,0,166,199
calculator_51_jpg.rf.937f41ecd49daf92a7fcf76836c5833d.jpg,224,224,calculator,103,11,220,224
ruler_109_jpg.rf.937d6bc4ba3d21a2ecd4f670b53efb09.jpg,224,224,ruler,91,3,133,219
pencil_3_jpg.rf.92c544712bb75ac7c7fa4add177a1698.jpg,224,224,pencil,32,92,192,132
ruler_192_jpg.rf.93b42856b18a8ed46e64da2cf53166e2.jpg,224,224,ruler,18,81,204,151
ruler_42_jpg.rf.9396f0a9ad16f6680f48424a731e8512.jpg,224,224,ruler,6,5,218,218
pencil_125_jpg.rf.92c26d957a69e25b333355b53ba66dec.jpg,224,224,pencil,19,139,215,161
pencil_183_jpg.rf.93ffae65213dc0e479d8a12d31c59f29.jpg,224,224,pencil,88,28,175,148
pens_189_jpg.rf.93c3d44d9cf15219ded09d4ec2ff78b7.jpg,224,224,pen,8,96,200,122
pencil_193_jpg.rf.941ccb2e830851f48593a81644e7f660.jpg,224,224,pencil,30,118,198,126
calculator_220_jpg.rf.9484698ee51a20764c3628d927db3688.jpg,224,224,calculator,7,12,216,212
ruler_98_jpg.rf.94595881e5b16e18607f6245f0aec4f5.jpg,224,224,ruler,8,5,218,221
calculator_182_jpg.rf.947d3b13ae2c4eed02bdfcb3863c5062.jpg,224,224,calculator,21,3,219,206
pens_89_jpg.rf.93e32ee8f5d3eb0b8b41b962de8d8d62.jpg,224,224,pen,64,10,166,213
calculator_249_jpg.rf.9498788aa34e68551a3bcdda47512d3a.jpg,224,224,calculator,10,1,222,221
ruler_49_jpg.rf.947a650d94bbc7d69fd4810c69b571c0.jpg,224,224,ruler,102,3,122,216
compa_46_jpg.rf.9488a3905cb8e846076e632a228b730d.jpg,224,224,pencil,37,36,101,221
compa_46_jpg.rf.9488a3905cb8e846076e632a228b730d.jpg,224,224,compa,84,1,189,221
ruler_103_jpg.rf.94d28cb90ed7220edcd007cbd8113068.jpg,224,224,ruler,18,16,201,208
calculator_115_jpg.rf.94ea38e05a2c9db53b53bdc97ad00f87.jpg,224,224,calculator,17,20,193,167
ruler_140_jpg.rf.95191a9529e0eac8ac323a0398fe7065.jpg,224,224,ruler,62,37,174,216
pencil_115_jpg.rf.94fc280babe5093b0229d94df70d577a.jpg,224,224,pencil,70,40,182,134
ruler_104_jpg.rf.950e616b95f7ee019eb055c247e8018d.jpg,224,224,ruler,3,31,223,186
pens_16_jpg.rf.94d852601f00467395e13785ef7d74b3.jpg,224,224,pen,4,7,222,213
pens_51_jpg.rf.954b0e920657ca429eb642515e365ca5.jpg,224,224,pen,5,100,186,119
calculator_191_jpg.rf.95884e69f716eedd7fa2dc43a4da78ae.jpg,224,224,calculator,22,26,223,219
pens_106_jpg.rf.958b7c4492fa0e17fca6981040dac49c.jpg,224,224,pen,55,22,133,192
ruler_110_jpg.rf.95807cde17d9355d83d38fb514f38867.jpg,224,224,ruler,91,3,133,219
calculator_123_jpg.rf.95cdc8665ce3330571c179aea5cb0131.jpg,224,224,calculator,19,44,217,191
pencil_223_jpg.rf.95de37d996aad17eddd6224f1641cde6.jpg,224,224,pencil,9,89,209,113
compa_32_jpg.rf.95ec85e5804395d4692c1bb383d0ec29.jpg,224,224,compa,74,5,174,220
compa_141_jpg.rf.95eeffc8c30553310b12705353ad3dfc.jpg,224,224,compa,46,80,181,150
compa_245_jpg.rf.96093a0b9433bf30e0a4a0369d9ed407.jpg,224,224,compa,45,72,152,164
compa_222_jpg.rf.95f634e443ede475cf9363df8213865d.jpg,224,224,compa,27,90,180,147
ruler_195_jpg.rf.966bfe77085028af8b5a2fcc3d4eab6b.jpg,224,224,ruler,102,102,204,216
pens_199_jpg.rf.968554f585103851cbba0bd68e352084.jpg,224,224,pen,51,46,143,178
pens_17_jpg.rf.96a375aabed526360199c7cae1d367e7.jpg,224,224,pen,105,4,121,216
compa_20_jpg.rf.96f4d4965a071bc676c0d5f61b345c78.jpg,224,224,compa,28,6,151,149
compa_20_jpg.rf.96f4d4965a071bc676c0d5f61b345c78.jpg,224,224,pencil,42,82,198,191
calculator_107_jpg.rf.9699b1d484458d4132c63c54f98c5cc8.jpg,224,224,calculator,3,6,217,138
pens_133_jpg.rf.963b66cb1f0a670fe07d4f7962eb94b2.jpg,224,224,pen,29,93,198,134
pencil_53_jpg.rf.97191760be1a9bdceb97ac91b66e3f0b.jpg,224,224,pencil,34,105,192,119
calculator_133_jpg.rf.9725ba694691a942f893dc872f6ed105.jpg,224,224,calculator,28,28,188,163
calculator_92_jpg.rf.97449b09ee8c8fbdf0b9e40df9645387.jpg,224,224,calculator,11,0,218,224
ruler_49_jpg.rf.97596ec13342a56633f5da3fcf80625f.jpg,224,224,ruler,9,102,221,122
pens_133_jpg.rf.974f20da06c71900ae2cfc91241d4056.jpg,224,224,pen,91,30,131,198
pencil_175_jpg.rf.97a359e0b8d7ccd85e727b126a414f26.jpg,224,224,pencil,72,48,147,200
pens_167_jpg.rf.97c3752435ef8545634055641d7e94b4.jpg,224,224,pen,76,60,142,204
pencil_156_jpg.rf.97a820d2cd11d545e3250b97c3ac8ca2.jpg,224,224,pencil,81,46,165,172
calculator_124_jpg.rf.98299b853867da9f11c5ccc1c4739e4a.jpg,224,224,calculator,49,28,172,172
calculator_137_jpg.rf.97e0949ef9a9815d050ddd683778ad33.jpg,224,224,calculator,0,11,223,223
ruler_44_jpg.rf.9836719e4cc989a047b8c1e2d4798856.jpg,224,224,ruler,31,35,185,191
pens_5_jpg.rf.983b2e3afea457f6d6eb7ab1c8171fb4.jpg,224,224,pen,22,73,199,140
pencil_159_jpg.rf.98385e43f598d691dcbd80342b407c52.jpg,224,224,pencil,27,88,207,132
pens_147_jpg.rf.985ac4b9f148f444cf1afbc94e5d7752.jpg,224,224,pen,40,114,220,168
ruler_209_jpg.rf.98680dc73a973b7aa2c79c4bc7f2d197.jpg,224,224,ruler,109,10,203,84
ruler_154_jpg.rf.988288d7cab4f04d4f9da46ca7a95ee6.jpg,224,224,ruler,37,74,190,130
compa_66_jpg.rf.98bdfa064306e5f2aceed64a01023052.jpg,224,224,compa,0,3,224,131
compa_66_jpg.rf.98bdfa064306e5f2aceed64a01023052.jpg,224,224,pencil,64,29,219,216
compa_71_jpg.rf.98bc621856b65f10b200fd7c62019ac9.jpg,224,224,compa,4,78,221,124
compa_71_jpg.rf.98bc621856b65f10b200fd7c62019ac9.jpg,224,224,pencil,68,95,215,159
compa_86_jpg.rf.9846841fed2ca45cbb10c4449ce3c901.jpg,224,224,compa,30,1,180,224
calculator_80_jpg.rf.98c37ac86246163f46da096b61491554.jpg,224,224,calculator,7,2,221,222
